Tweet,Emotion
"One whole week without all my Starkville besties :( @theycallmeLG @Paigeee22 @LaurenColloredo #sad #missyall", sadness
"So excited to get my shop on! Grandma Viv gave all us kids extra money #love", happiness
"People wanna blow up each others notifications and I see it allllll on my newsfeed? #annoying #twitteralltheway", anger
"Kairos! see everyone when i get back. #excited", happiness
"Wow this house is strangely empty #lonely", sadness
"nw playing egire mobullalona#happy", happiness
"I feel like I don't have any friends. Just 1 really. #sad", sadness
"Baixando músicas da Pink ' #love", happiness
"I can not believe one of my friends just got married! :) #shessopretty #love", happiness
"Driving Home in the rain listening to some funk...Loud! #bliss", happiness
"Thank you for reminding me why were not friends #annoyed", anger
"Lol I'm Always Wide Awake #Sad", sadness
"@pure_silence19 YOU NEED TO GO TANNING!! I am sick and tried of having to explain that you're really my sister! #EMBARRASSING", sadness
"If i dont catch a flounder tommorrow morning for the third day in a row imma be pissed  #depression", sadness
"I hate wen bitches walk around here thinking they that SHIT wen they ain't SHIT #SAD", sadness
"Just watched the end of the World Series again #stillgivesmechills ? we now have 11 on 11-11-11! ?? #love", happiness
"i miss high school basketball! #depressed", sadness
"Today is a big day for me haha #Nervous", fear
"i love my mum when she spends money on me #happy", happiness
"This has to be a joke#annoyed#fuckyourdoing", anger
"Just because I haven't seen you in so long , you are still my first cousin so please stop hitting on me #disgusted", disgust
"Brb @Flimzie_eGo @Flash_eGo  going to the store #Annoyed", anger
"Finally! I'm done with all the Christmas shopping! #relieved #happy", happiness
"@OMFGNiall sure, no problem <3 can't wait to meet you guys and BT!!!! #excited", happiness
"Auntie hooked me up with dese wings 4rm American Deli #Love", happiness
"Here's to life being absolutely beautiful without a cloud in the sky. #happiness", happiness
"I think I got rip offed... #annoyed", anger
"I hate getting comfortable in bed and than I get thirsty/hungry and have to get out of bed #lazy #annoying", anger
"Forgot we had a gathering that lasted till FOUR AM. #rage #houseisamess", anger
"Omg someone at my job is playing Derezzed!!!!!!!!! AAAHH #DaftPunk #love", happiness
"I'm playing Pokemon with my 5 year old cousin #confused #losing #embarrassed", sadness
"identity, culture, race. anyone can make me a thesis out of those words? #desperation", sadness
"Hall has a fb group where people sell their stuff... I don't want your snapback. If you want money get a job? #alwaysonmynewsfeed #annoyed", anger
"Currently gorging on anything that seems appetizing. #Depressed", sadness
"I really hate when people ask to be retweeted. Bit desperate. #annoying", anger
"I want to have a deep conversation someone. #Lonely", sadness
"People aren't texting me back.. Wtf! I doubt something is wrong with my iPhone.. #annoyed", anger
"I friggin love the high intensity beds. #love", happiness
"I wish all these random people would stop tweeting at me #annoying", anger
"got out of class early #LOVE", happiness
"Why can't I sleeeep #frustrated", anger
"#happy 11-11-11  haha 8 )", happiness
"Texting tryna make ma babe feel better #LOVE", happiness
"HUGE difference between *can't* and *wont*. #annoyed", anger
"Autumn date with @annaworrall in Prospect Park #jolly", happiness
"Im soo glad this is my last day in this class! #excited", happiness
"Had to set my alarm half an hour earlier each day for the past 3 days :'( #depressing", sadness
"@Jamie_Edmonds McQueary is coaching saturday #sad", sadness
"Lunch with @amyadamsss and @CaylinEmily todayy (: #Excited", happiness
"women have been conditioned to believe that their natural (and normal) emotions are irrational and over-reactive #frustrating #validation", anger
"@katyperry hosting SNL on Dec 10th :) #excited", happiness
"Just chose my major today !! #excited", happiness
"3 more hours.. #state #nervous", fear
"Girls get into their feelings too much like seriously you need to let go of all that bullshit in your past and just move on. #Annoyed", anger
"Every time i look at my phone brings a smile to my face. Lil princess witha pig stockin hat #Joy #OurLilBuddy", happiness
"Singin in church today. #NoVoice #Nervous", fear
"watched Waltz with Bashir last night #depression", sadness
"kitchener breeds the best crooks and criminals.... #Proud.", happiness
"Thakoon #prefall2012: the loafers! the cozy knits! the baby blue lipstick! #love", happiness
"@ChadSmith21 hahaha oh i know who.. #annoying", anger
"Less than 8 hours until i take my 2 day assessment... luck and love would be great right about now :/ #nervous", fear
"@Salman_p11 hahaha yes your lovely :) #happy", happiness
"Waking up in Minot...#depressing", sadness
"Still haven't seen J. Edgar #annoyed", anger
"If U Caint Last Lnger Den 45mins ? #sad", sadness
"So how bad is the spending prob in Congress? They just spent earmarked money for Obamacare. Think they will stop that after its law?  #sad", sadness
"Just read an article on how Obama is being criticized for not thanking god in his Thanksgiving speech, people are so stupid.  #Annoyed", anger
"My slipper just flew 3 feet away frm me while siting on MRT >< #embarrassed", sadness
"Watched scary movie 1 yesterday now scary movie 2 is on!!! #love", happiness
"Just saw @shannonevan's and @tiabcoachman's new venture in the flesh in Atlanta. #Proud", happiness
"The Flood - Take That. #love", happiness
"i wish wen folks say stuff in reference to me (good or bad) they tag me it #annoying", anger
"I love new followers :) #love   @trey_htl @SmithsDailyDeal @ullabitsch @BMCastaneda @DevzRAWR @HITZPhotos @musserdn @jazbeasleyx", happiness
"<---Clever a** Young Lady <3 #love", happiness
"This is the first time of my life,,, Guide me God.. :) #nervous", fear
"@arianagrande im in the school choir and we have a chistmas concert tonight ! SO #NERVOUS !  <3", fear
"@knewmodel know sumthing! 100 percent support! #love", happiness
"Only 2 weeks left and I can then relax :) #bliss", happiness
"Okay. So This Stomach Thing Is Scaring Me.. I Don't Think It's What I'm Worried About But It Could Still Be Serious.. #Worried", fear
"I refuse to be upset or trip over anything that will no longer matter in the future #happiness", happiness
"Is it just me or does washing clothes take forever and a day?! #annoyed", anger
"“Everyday, I fight back the urge to text you or talk to you, telling myself that if you wanted to talk to me, you would...#love””", happiness
"@blovely17 aaaagggghhhhhhhhhh.....!!!!!! hhhooowww???doin wat??? ooohhh goossshhh i get extra wit u so i can only imagine.... #nervous", fear
"Dad, you're leaving me home alone for a day. Stop acting like you're trusting me with your life. Im not 5. It's not a big deal. #annoyed.", anger
"@MassExodus 2012: LUCID has now been launched!!!! #Exciting #MassEx2012", happiness
"FOR THE  LOVE OF GOD PEOPLE,  PLEASE LEARN HOW TO USE A ROUNDABOUT!!! HOW DO YOU GO THE WRONG WAY IN ONE!? JFC #RAGE", anger
"Hmm Stewart as Champ..#Disappointed", sadness
"@jennah_forever just thought i'd tell you that you joined twitter before i did (: who's winning though #love", happiness
"Abt to start watching breaking dawn! Sooo #excited!! :D @AprilGee_", happiness
"Only two baby wearers here tonight at the silent auction for the London Waldorf school. #surprised", surprise
"Returning home from work today to a lovely roast dinner #happy", happiness
"I have just asked a man to fiddle with my clutch.....he has said yes...I am #happy", happiness
"okay how can i remember all the lyrics to songs but i cant memorize vocab #weird #annoyed", anger
"I hate when people take their personal problems out on me. I did nothing wrong, don't be rude to me for no reason. #annoyed", anger
"Where the eff was @IamToo_Nerdy ?!!! His butt was spost to be at the freakin game!!!!!! #disappointed", sadness
"I seriously adore that @o_oAhoward11o_o and I use pinky promises seriously. #love #forreal", happiness
"Watching Extreme Makeover:Home Edition > #sad", sadness
"#hcafc fans won't care if they don't win another game this season after beating # today #sad! #pearsonhateshull", sadness
"@PrincetonssWife same here watchin Degrassi only 17 more days u #Excited", happiness
"@LatinoLyfe But for u to be tweeting but u sleeping out #sad", sadness
"Getting stuck at trains -_- #irritated", anger
"I feel like this time will be different #excited", happiness
"Spending time with @jth4007 makes everything better. #soulmate #love", happiness
"Ny giants getting wrecked -____- #embarrassing", sadness
"day went str8 bt i make it to the house and the alarm wont go off its just ringing..#irritating!", anger
"my roommate banned me cooking kimchi. . . #sad #hungry", sadness
"@KourtneyKardash perhaps us normal people are doing parenting wrong because we not getting paid off MTV too look after our children! #sad", sadness
"It's just not the same anymore.. #SIGH #frustrating", anger
"Well I was informed tonight that I'm singing at my aunt's funeral Sunday #nervous", fear
"@LA_Reid when will the next auditions be in CA? #anxious", fear
"SLEEP COME TO ME :( #frustrated", anger
"@kendrabussell is a non supporter of girls volleyball #disappointed", sadness
"Hung up the christmas lights in the senior hallways for 4 hours. #sotired......Me& @J__MONEY__ did the lights in the cloisters #love", happiness
"I was wrong, everybody that was in the same Theater as me, actually watched the movie. #surprising", surprise
"DONT ME MAD GET #GLAD:)", happiness
"The whole thing with PSU makes me sick! #disgusted", disgust
"can't stand overly cocky people. #annoying", anger
"i guess twitter is officially better than facebook....#disgusting", disgust
"#Love asks me no questions and gives me endless support ~ Anonymous #love", happiness
"Got our Christmas tree! #excited", happiness
"For some reason that bothers me.. #annoyed", anger
"Seriously, parents? Control your children. #frustrated #ruinmyday", anger
"These bus rides are fucking #obnoxious and #annoying", anger
"1st day at my new job tomorrow! Wish me luck! #nervous", fear
"Jesus paid it all, all to him I owe, sin has left a crimson stain, he washed it white as snow #Love", happiness
"Saturday mornings in bed watching Made in Chelsea... #bliss", happiness
"@MrBabyCakes OMG so cute. I am more complaining on a personal level and I love that you are promising it will get better. #love", happiness
"Finally finished with you HTML homework!! #happy", happiness
"Getting close to a 1000 tweets... #nervous", fear
"Nyquil doesn't have the same affect as it used to.  #disappointed", sadness
"@ItsMsMurder there are different calendars? #happiness", happiness
"@Barrysavant People are paying money to take a picture with this cardboard cut out!!! #Sad", sadness
"There is only 4 days till Christmas!(: #excited", happiness
"A little revenge is needed here & there #excited #nothingidobetter", happiness
"I kept all mello teeth that fell out n the others grew n so neat #happy", happiness
"@jthiemet35 I know i'll be there Thursday for sure. Possibly Wednesday? I'll let you know! Cant wait to see you! #excited", happiness
"Early morning @youmeatsix sesh on the way to work n_n #happy #sinnersneversleep", happiness
"Stop complaining about your relationship if your gonna stay in it.  #annoying", anger
"@Dspankzz were goin 2 Korea to see my fav asian singer then stop at africa and save all the animals. Trip of the century #love", happiness
"@lilmissbeth02 hey whats good with you i wish we could have conected on the kinect lol #lonely", sadness
"my grandson thinks we friends , he lost all respect for me as his grandma #sad !", sadness
", only timee ii really see all my family is at a funeral . smh thats #sad", sadness
"Was staying in tonite but.... No Deal! #annoyed", anger
"@Bdixon17 is literally the scum of the earth #disgusting #leavemyfamilyalone #nothingbuttrouble", disgust
"This week is going way too slow for me #depressed", sadness
"I just remembered that I get to see the Macy's Thanksgiving Day Parade in 4 days.  #happiness", happiness
"Blessings to you! @nananb55 #love & #light @libertyladyusa @impeachtheidiot @jenniferajanes @unite4liberty @river_city @ffhelper", happiness
"Its really nice to see @justinbieber going home for the holidays, he'll never forget where he came from. #proud #nsn", happiness
"@AP_AP_AP prereqs are the story of my fucking liiiiife !!  #annoying", anger
"had a good time recording today by myself. #happy", happiness
"Real housewives of Orange County is back! #joy", happiness
"Love those subtle smiles that shine light-house bright through the grey skies, reflecting on the waters that carry us on. #Live #love #SMILE", happiness
"The emergency room is super slow I feel like no one moves as if its an emergency. #annoyed", anger
"Pretty Woman always a classic! Love Julia Roberts & Richard Gere #love", happiness
"iPhone4S in 2 weeks..#Excited", happiness
"wonder if i should try and get you to like more or would i just fuck it up like i do with everything else? #confused... #lonely", sadness
"When I say, I look like a chink meanwhile I'm in a nail salon.. #Embarrassing", sadness
"Wearing the hair curly for the first time since I cut it... #nervous", fear
"@T_MaCK13 lmao really?? man my mom wuz takin forever to pick me up and i got tired lol #embarrassing smh", sadness
"Can you say no school tomorrow #happy", happiness
"ugh...still? really? you could act like you care a little more. #frustrated", anger
"Hopefully ill meet the whole jerseylicious cast in july :)   #excited", happiness
"@7worldscollide @MsWimey @msfrugalone @ainenicoisin @marionmeath @cornflakegirl26 @juleser @greenclouds4 *snuggles down on sofa* ;) #happy", happiness
"This is a library now please STFU #annoying", anger
"Boy #Just so you know, you are the calm inside every storm. ? #Love", happiness
"You make me wanna kill myself......literally  #miserable #depressed #ihateyou", sadness
"what's the point in texting someone if they don't answer..#annoying", anger
"Praying hard for my mama :( #worried", fear
"How can you all of a sudden not care anymore after 7 years #don'tgetit #hurt", sadness
"I really really hate when people can't spell! I just want to yell at them and give them a spelling lesson! #annoying", anger
"Thanks Walster for reminding me about basketball. Now im #depressed", sadness
"excited to watch Robin Hood at tec. voc tomorrow! :D #happy", happiness
"me: it's 11:11  *starts thinking* aww damn 11:12 :( hahahaha #sad.", sadness
"Something is wrong with my iPhone... #annoyed", anger
"Mmmm the wall movie - pink Floyd #happy", happiness
"Just made KILLER mac and cheese! #proud", happiness
"3 hr long visitation, cutting paper trees & snowmen to xmas jingles on the radio & the sounds of falling rain outside. #bliss", happiness
"icauqht a dawq ass crap last niqht in my sleep,! #Misery", sadness
"The feelin of thinkin of a movie and bein able to watch it immediately #Bliss", happiness
"Love when I can't sleep!! #Frustrated", anger
"Someone in my class asked is boy George male or female! #sad", sadness
"Went to work in that kitchen #proud", happiness
"peppermint cookies with no milk #love", happiness
"why won't my printer print #tryingtogetworkdone #frustrated", anger
"He's puttin his music before me (tear) back to square one #lonely", sadness
"I haven't smiled this much in a long time. On a related note, no hives since being in the Twin Cities. Coincidence? I think not. #happy", happiness
"Your eyes say another story of those beautiful times....but your mouth blurts out shit all the time..... #disappointed", sadness
"@AlbertoGranado  I understand that, but it was hijacked politically by Jack McConnell to service his own party's agenda. #Irritating", anger
"My baby is fine he always keeps me guessing, but never keeps me guessing about his #love", happiness
"Neymar is just wasting time like aguero, at the end he'll go to some club where he wants and not as per d news #lame #annoying #football", anger
"Been in Walmart too long. #annoyed #letsgo", anger
"@lexieegirl_16 wrong tweet to respond to...... #awkward  #sad", sadness
"I'm goin to school tomorrow! :) #happy", happiness
"cant get in touch with oomf so i guess ill see em wen i get bac...#sad", sadness
"My application essays are always 10-20 words too long #rage", anger
"A cold, starving kitten just showed up to my doorstep!  Giving it a home until I can get it to the animal shelter. =] #love #animals", happiness
"Success: when the 3-year-olds I teach say they love me. I seriously get the biggest smile. #JOY", happiness
"This Thanksgiving will mark 1 year since My Grandma Louise died. #Hurt. :-(", sadness
"@iLyChanty i made a tweet about you earlier and mentioned you the other day #Neglected", sadness
"do more of what makes you #happy", happiness
"I can't do these damn sketches. #irritated", anger
"1semester down 1 more to go...#excited", happiness
"Family already started cooking for thurdays #anxious", fear
"such gay music playing at this gas station & i have a headache too. -.- #annoying", anger
"Wanted to take an hour nap.. Turned into an 8 hour nap! #love", happiness
"Hates tattoos that look like stencil marks #Disgusted", anger
"i hate when people keep up a running conversation on ma Facebook picture still. #Annoying", anger
"THANKS @TDLautner34 For Follow me #LoveYou ? . #HAPPY", happiness
"ye hate it or defend urself bt  If a relationship has to be a secret,u shouldn't be in it,ts swt yet u nt happy...#love", happiness
"Watching Friday Night Lights in US Southern History #bliss @LFinkelz", happiness
"Ooooooommmmmmmggggggg these women cannot make their mind up!!! #Annoyed", anger
"“@ulma_kat @FuckEmUp_40 way to go bro I love you!! #proud”", happiness
"Hard work doesn't guarantee anything. #frustrated", anger
"nigga thats how your relationships are !! #SubTweet #Annoyed", anger
"Why do a double penetration on your girlfriend with your brother? #disgusting #menwewantanswers #teamfollowback", disgust
"Another amazing night because of her #happy", happiness
"Work in 4 hours! #joy", happiness
"Done planning my baby birthday party! #excited", happiness
"People that tweet every 20 minutes #annoying.", anger
"there's no way in hell id ever get AT&T, @_MissJenna 's calls just dropped 3 mf times ! #annoying", anger
"I'm supposed to be on my way to see Mac Miller right now. #disappointed #ugh", sadness
"@SuthernSmoke hells yea all of it #love", happiness
"live laugh but mostly #love", happiness
"It's quarter to twelve and you're drinking in the mall. You're doing that whole life thing right. #disgusting #pleasedontreproduce", disgust
"Love so many things I've got to tell you,but Im afraid I don't know how.cause there's a possibility you'll look at me differently #love", happiness
"i h8 ppl to tell me wat to do wen i already no wat to do cuz i have been doin it like 4ever #annoying!", anger
"Some guy asked his girlfriend to marry him on television and she said no. #poorguy #embarrassing", sadness
"with this annoying #sinitta would do one, don't have a clue how @SimonCowell put up with that screaming in bed. #annoying", anger
"Damn.. I don't know what I'm gonna do on Sundays after the Texans season is over... #depressed", sadness
"Maybe I don't miss you maybe I just miss your kisses, cuddles, hugs & the way you made me feel when I was with you.. </3 ? #Sad..", sadness
"It's only #Monday but I have a feeling at some point i'm going to have an awful lot of explaining to do. #Worried", fear
"when i agreed to help you from 5 am- 6 pm, i meant it when i said i had somewhere to be at 6. not 630. not 730. #frustrated #letmego", anger
"A true fan just made my day! #happy", happiness
"If you have to justify your actions, you probably shouldn't of done it. #disappointed #takesomeresponsibility", sadness
"20s are to enjoy yourself, 30s are to learn the lessons, 40s are to pay for the drinks #sexandthecity #love", happiness
"Every Artist that has worked with Mitchel Musso, never has a bad thing to say. They always say he's really talented! #Proud", happiness
"Oh le trailler de THE HOBBIT est là...encore 1h de transport...#impatience #frustration", anger
"@TomWhetton been on painkillers all day.. Had deep heat on as well! It's not great!! :( #agony", sadness
"My voice just sounded really good #surprising", surprise
"@Stef_C_80 @skevic Hahahah I know! Anyone is lucky to join our mad gang. I have never and probably will never meet a family like ours. #LOVE", happiness
"does anyone have the stupid 25 character omicrosoft office product key so i can do this fucking sonnet ? #frustrated #fucked", anger
"DASH opening in Dallas?! #kardashianlover #excited", happiness
"That's all - ok I choose to be in a fabulous mood now #happy #ifIhashtagititwillbereal", happiness
"Bitches these days...try to give them advice and they are too stupid to understand #sad @Wes_lkychrms", sadness
"oh... people still do that? #embarrassing", sadness
"Abc familys 25 days of christmas start tonight!!(: #excited", happiness
"i havent heard from you in 2 hours. you said you were going to take a shower and youd talk to me soon... #worried", fear
"8 days till back in the 215 #excited", happiness
"houses with Christmas lights >>> #love", happiness
"This weather in combination with ceramics is really making my hands dry :/ #annoying", anger
"Massages from @bathethewhales are quite possibly the greatest thing in the world. And that's just the tip of the awesome iceberg. #love", happiness
"Love how my boyfriend bribes me. lol. I ain't complainin tho. (: #love", happiness
"nothing aggravates me more then when someone texts you frist and you text them, then they dont text back #annoyed", anger
"heb zin in morgen #surprise", surprise
"She is the reason my heart beats.If shes leaves,she will be the reason my heart stops. #LOVE", happiness
"Having parents that work for #Starbucks = #love", happiness
"I took her out it was a friday night i wore cologne to get the feeling right.... #happy", happiness
"been a blessed morning !#happy", happiness
"@_kshiv I could listen to him sing all day. #acrosstheuniverse #LOVE", happiness
"Wish I could tell when someone was talkin bout me #annoyed", anger
"@natalie_shanks @jwood220809 hahaha Cassidy that voicemail is from like 7th grade..I have a conversation w it every time. #embarrassing", sadness
"@sorayaalcala Thanks for the shout! You're in luck, our Coral Gables location (Miami) is opening in a few days! DM me b4 u go in! #surprise", surprise
"Was just told Saturdays win shouldn't count b/c we didn't beat the REAL Tenn,but a bunch of losers in orange n white jerseys :/ #irritated", anger
"hate hockey moms that know nothin about hockey #annoyed #tendyprobs", anger
"X-factor with my lovebug. #happiness", happiness
"I'm losing faith #sad", sadness
"Homework iss a dragg #frustrated", anger
"Two weeks n 3 days til Im slidin in my charger #Excited", happiness
"christmas music is on:) #excited", happiness
"This workout will be quite a challenge. #excited", happiness
"cant stand not knowing. gahh #worried", fear
"I'm going to shoot that target lady #annoyed", anger
"I really hope my brother comess to town ! That'll make sooo #happy.  (:", happiness
"No xmas bonus just brought tears to my eyes....oh and of course my work is closed for the next 2weeks... #broke #sad", sadness
"@alee_213 @andrewknelson we have to care a little or we'll never get women. #Akon #Lonely", sadness
"Having to make my own food sucks. -___- #embarrassing", sadness
"alone on a saturday night #sad #fuckingloser", sadness
"Mañana Sin el  #Sadness", sadness
"Amorrr a medias no es amor #sad", sadness
"If you weren't a fucking slob, you'd know where your shit is. #annoying", anger
"i wish @elizadushku followed me on twitter/ instagram. #youareextraordinary #love", happiness
"aweee missed my 1,000 tweet by 53:( #disappointed", sadness
"Baking Xmas Cookies Tonight w. some of my fav ppl :)<3 #Love", happiness
"Why am I being asked 99 questions about ish that don't concern me? #annoyed", anger
"@tvaddict1995 and also the end of #Glee.. its so #depressing", sadness
"LAST DAY IN SCHOOL BEFORE CHRISTMASSSSS!!!! #Excited #Childish", happiness
"@justinbieber  #UnderTheMistletoe is amazing !!! follow back please ?? love ya ..#proud 48", happiness
"Im almost thru wit dis online test only 2 more questions left!! #Excited", happiness
"NO NBA ? Rich people fighting over money #sad #EndTheLockout", sadness
"Don't tell me what to do when you don't do what I do. #Annoying", anger
"Finna take my ass back to sleep long day today might take my ass to ASU need some smh. #Depressed", sadness
"Back at home in the mound reading Rolling Stone magazine about to eat a bowl of gumbo. #bliss", happiness
"Big happy birthday shout out to @DEBObbinc ! Got work my last nerve but its always #love && #respect", happiness
"btw @jazzydanielle23 I MISS YOUR ASS and i failed his class #PROUD", happiness
"I think I'm the only one not going shopping at midnight. My moms not cool enough to bring me #depressing #mightaswellgosleep.", sadness
"It's up to you now #love", happiness
"Getting ready for an amazing day then sleep! #excited #taylorswift", happiness
"I want to be with my family today :/ #homesick", sadness
"I hate that @_KristopherD_  isn't here right now. I need to be held and he always makes me laugh #love", happiness
"Its allmost Christmas and it dasent even feel like its christmas #sad <\3", sadness
"Having a tweet in your head, but when you write it down it makes no sense at all #annoying", anger
"Back in Central and there seems to be less pigeons! #happy", happiness
"#christmas is getting close #excited", happiness
"4 days til Christmas and I'm hype for my daughter cuz she's able to open her gifts!!! #Excited", happiness
"Thursday already!! a good day and a good weekend shaping up #happy", happiness
"@NicolettPurcell sounds like a #plan! #excited!", happiness
"Patience is just not my thing #Irritated", anger
"i wish i had friends. #annoyed", anger
"Got my ticket for Boom :D #Happy", happiness
"YOU ARE ANNOYING. sweet baby jesus can you just shut up? #annoyed", anger
"Oh god oh god oh god oh god. #Nervous", fear
"when old men ask me to put lotion on their backs...#DISGUSTED#GROSS#FUCKNO.", anger
"I keep hitting refresh hoping that my grades will pop out #anxious", fear
"Wanna go home so bad #annoyed", anger
"I just had such a good talk with my Mommy <3 going home to Jersey for this wonderful 3 day weekend #happy", happiness
"Good morning everyone. Have a wonderful day. Cherish the moments. #love", happiness
"Spiral KD is not the same as normal KD #disappointed", sadness
"@clarkie2015 no wonder you fockers won't pass on the interest rate! Too busy subsidising the GAA team #jolly", happiness
"Huge mexican christmas party tonight, this should be fun.#excited", happiness
"all i wanted was a goodnight & a kiss #lonely", sadness
"I need to be asleep... I have to take this ACT in the morning. #nervous", fear
"I can't respect a nigga that STAYS on any type of drug #annoying", anger
"Then Djing @ my boy E Double D's Birthday Party! He taught me how to Scratch! Gonna see some old School & College friends tonight #Excited!!", happiness
"In 7 months my money wont be my money damn kids lol #proud", happiness
"Feeling incredibly sick right now, too much food perhaps? Do not let me be getting ill. Although some comforting would be lovely #lonely :(", sadness
"I seriously wish somebody would have recorded me and @MuchLoveSam acting like retards in the Mercedes parking lot. #GoogTimes #Embarrassing!", sadness
"my sis @missDani_J  must have it right #TeamNoFeelings like whts the point ..#irritated", anger
"As soon as I woke up I thought, 25 days of Christmas starts tonighttt! #Excited :)", happiness
"I'd much rather be in his arms. :/ #Annoyed", anger
"how old are them lads? 15? 16? The 20+ year olds on my Twitter & Facebook are borderline pedophiles. #worrying", fear
"got my outfit for tomorrow #happy", happiness
"And my @GraceMarrs going the pictures to watch Breaking Dawn #excited. x", happiness
"Aww voy a llorar con estaa pelicula... & no se como se llama T.T  #sad", sadness
"The Rooms at the Southern Sun Monte Casino are much nicer than the Palazzo, gorgeous views, sheer luxury #bliss", happiness
"When did these political elections become such a joke? The Republican candidates r OBVIOUSLY retards yet Im still afraid they can win. #Sad", sadness
"Apparently I blush a lot when clients compliment my eyes at work #embarrassed", sadness
"Learnt like two chords on the guitar and made a little tune! #Proud !!!", happiness
"I cant stand waiting on people... #annoyed", anger
"First person to put presents under the tree #onceagain #excited #hurryupandwrappresents", happiness
"I'm spelling shit wrong smh. #annoyed", anger
"I'm just gonna' put it out there and invent it, any1 willing to partake in the 1st ever: Twitmance? That's Twitter and Romance #Desperation", sadness
"Oh and the girl was in handcuffs in front of everybody #embarrassing", sadness
"Jesus music makes me#HAPPY", happiness
"Loves when my boyfriend takes me shopping #happy #feelsgreat #loveyou", happiness
"speakin of da future, stevenson university, here i kum! #excited", happiness
"listening to justin before his show! #Excited :D", happiness
"I realized i have highlighter all over my arms and one part of it is a penis. Hopefully no one at church saw that #embarrassing", sadness
"Dear Lord, please help me on this exam!! #worried", fear
"Two great days at work left this week, then home for two weeks. #happy", happiness
"I cannot believe gossip girl wasn't on yesterday #pissed #anxious", fear
"no worries, just dancing in the snow. #happy", happiness
"No one wants to go shopping with me tonight ): #lonely", sadness
"I upload a picture on IG & 5 secs later notifications start popping up. #annoying", anger
"It looks like it's going to be amazing though! #excited", happiness
"All I can think about are auditions... #hairspray #nervous #letmein", fear
"ahh love u @courtneykraai ! ... can't believe I'm going half across the world! #excited #boarding ..#Ahh :)", happiness
"Sad day...I CAN'T STOP THINKING ABOUT YOU...why can't you stay with me forever? I LOVE YOU #SAD", sadness
"Omg dance performance soon! Gotta go soon to concerthouse to do the makeup ready and we'll be on stage under 2 hours ! #excited #dance", happiness
"@FrizkaTM @JLo thank you so much #LOVE", happiness
"Need someone to get me alcohol #annoying", anger
"these days, the only person I can rely on is myself #frustrated", anger
"So i got an e mail from free the children saying they recieved my application & i find out the results in early 2012!!  #nervous", fear
"BieberChristmas  :'D   BieberNavidad Lol #HAPPY", happiness
"Gotta be you ofzo one direction #love", happiness
"So tired. About to drop unconscious. Now I get to go to 4 hours of gymnastics #joy", happiness
"I ?  douchbag boys! Not. #annoyed", anger
"Hahaha I made it in the Honor Roll with a 80 for the very first time! #proud", happiness
"Start my new job in the morning #excited", happiness
"And nothing back from Steve Brookstein! #Annoying", anger
"When someone retweets something that was about them #embarrassing", sadness
"Your turning into that person U hated along with everyone else. #sad", sadness
"Cant wait til the holidays! #excited", happiness
"I like not only to be loved, but to be told I am loved.  #love", happiness
"7 days until Christmas! #excited", happiness
"Yeooo More Westlife Tickets :) #excited!", happiness
"sweet 16 is boooked:D #excited", happiness
"I SMOKE TO MUCH LOWKEY #SAD", sadness
"Finished the three pages!!!(: Now finishing up the fourth and final! #Excited", happiness
"This nikka dad made him come and fight me and nikka lost in front of his dad..... #Embarrassing", sadness
"Hala i forgot my password na sa tumblr!! Hmp #annoying", anger
"I Hope my day will get better #annoyed", anger
"I'm gonna wish I had a storm warning; I'm gonna wish I had a sign #love", happiness
"@iGarryCampbell look it ye hashtaggin like fuck #proud", happiness
"Honestly had the best weekend ever! #happy <3 :)", happiness
"Productive day so far and definately in a GREAT mood(:#happy", happiness
"@Jencitrahan1234 yay! I need some quality time with my Baby J! #excited", happiness
"11 hours on the phone with the most wonderful girlfriend EVER!!! #Happy", happiness
"Oh My , performing Venipuncture Procedures Today -_- On Real People #Nervous", fear
"#naptime then it's off to watch sparkling vampires & hot werewolves that run around naked #excited :D", happiness
"@IGN I'm sure Skyrim, uncharted and batman are nominated so I'm gonna throw my hat in for a sorely underrated underdog: #RAGE", anger
"Some people are so heartless and evil. It scares me that theirs more evil then good in this world. #Disgusted", anger
"No Ice Barn today. #disappointed.", sadness
"Man , This Picture Turned Out ugly. #Sad", sadness
"Anders was het even ontzettend glad vanochtend! #Glad", happiness
"@StandWithUs @raffeg @emilykschrader @AIPAC let's get #IsraelLoves trending — spread the #love", happiness
"@CherylSoldierGA I met him!!! I got a hug :) xx <3 #excited", happiness
"holy crap holy crap the band perry is coming to celebrate va in may! aaahhhh! #excited", happiness
"CAM is Following @DerekBrunsonMMA to ring! Reeaaddyyyy, FIGHT! #LOVE :)", happiness
"@parkhurstbabee I just actually laughed out loud at your tweet. #embarrassing", sadness
"Helping my brother do homework is hell. #Frustrated", anger
"I washed blow dyed & straighten my hair my head feel so clean now #happy", happiness
"At my bestfriends house.....with no one here #lonely", sadness
"Thank you! Please follow ==> @orphadonalds @buybyebooks @samatmarcios @belle154kim @4innerpeace @sonyasparks #love", happiness
"i feel weird everytime his gf's add me on fb. they eventually break up, he gets another one, the new one adds me, & d cycle continues.. #joy", happiness
"This lady has been talkin for 34mins STRAIGHT!!!!! WHO DOES THIS????? oh btw she's not a preacher!!!! #annoyed", anger
"Open up yur mind and let me come inside and take over yur thoughts...so I can be the only nigga yur thinkn about #love", happiness
"I want to punch Jacob. #love", happiness
